-1.1115618e+00,-8.3958739e-01,0.0000000e+00,0.0000000e+00
-3.1724072e-01,-1.6605510e+00,0.0000000e+00,0.0000000e+00
8.3786265e-01,3.0124866e+00,1.0000000e+00,1.0000000e+00
2.4264653e+00,1.5008405e+00,1.0000000e+00,1.0000000e+00
-3.5108944e-01,-3.5899163e-01,0.0000000e+00,0.0000000e+00
1.3819618e+00,-1.1487933e-01,1.0000000e+00,0.0000000e+00
-8.6065546e-01,3.5890115e-01,0.0000000e+00,0.0000000e+00
2.0689047e-01,-1.2137355e-02,0.0000000e+00,0.0000000e+00
-2.0749724e-01,-5.7035976e-01,0.0000000e+00,0.0000000e+00
3.4025704e-01,9.3403477e-01,0.0000000e+00,1.0000000e+00
-4.9811215e-01,-1.1383168e+00,0.0000000e+00,0.0000000e+00
-1.4213947e+00,1.9572382e+00,0.0000000e+00,1.0000000e+00
-2.7077415e-01,-1.7632295e+00,0.0000000e+00,0.0000000e+00
4.3966311e-01,-3.2333433e-01,0.0000000e+00,0.0000000e+00
-5.0614377e-01,8.7259219e-01,0.0000000e+00,1.0000000e+00
-1.8434823e-01,1.1791539e-01,0.0000000e+00,0.0000000e+00
4.0199901e-01,-1.5030548e+00,0.0000000e+00,0.0000000e+00
5.3922824e-01,9.2183522e-01,1.0000000e+00,1.0000000e+00
-7.3359322e-01,1.6324491e-01,0.0000000e+00,0.0000000e+00
-2.6837199e-01,-8.1467084e-01,0.0000000e+00,0.0000000e+00
8.7059843e-01,4.0371009e-01,1.0000000e+00,0.0000000e+00
3.3076052e-01,7.5615741e-01,0.0000000e+00,1.0000000e+00
-1.3478967e+00,2.1844397e+00,0.0000000e+00,1.0000000e+00
1.5478718e+00,-9.3782544e-02,1.0000000e+00,0.0000000e+00
-6.1663675e-01,-2.9420609e-01,0.0000000e+00,0.0000000e+00
-6.9857096e-01,-5.0480559e-01,0.0000000e+00,0.0000000e+00
-1.4235951e+00,-1.9269990e+00,0.0000000e+00,0.0000000e+00
-1.0963236e-01,5.2138067e-01,0.0000000e+00,1.0000000e+00
-1.0271211e-01,-2.0544112e+00,0.0000000e+00,0.0000000e+00
-3.2271660e-01,-2.6983751e-01,0.0000000e+00,0.0000000e+00
